customer_id,txn_date,amount,category
20,2025-02-25,50.58,groceries
24,2025-02-25,72.76,utilities
37,2025-02-25,352.23,dining
42,2025-02-25,41.97,fuel
53,2025-02-25,18.6,fuel
56,2025-02-25,31.64,utilities
59,2025-02-25,19.5,groceries
84,2025-02-25,44.1,dining
85,2025-02-25,16.97,fuel
86,2025-02-25,36.35,dining
99,2025-02-25,93.11,travel
103,2025-02-25,69.15,travel
105,2025-02-25,120.47,groceries
115,2025-02-25,21.0,travel
13,2025-02-26,29.24,utilities
17,2025-02-26,54.5,groceries
18,2025-02-26,52.91,dining
21,2025-02-26,9.88,fuel
28,2025-02-26,35.99,fuel
39,2025-02-26,13.31,fuel
43,2025-02-26,176.71,travel
51,2025-02-26,23.63,dining
53,2025-02-26,31.33,retail
56,2025-02-26,55.3,utilities
62,2025-02-26,17.56,utilities
64,2025-02-26,32.7,travel
72,2025-02-26,14.8,groceries
76,2025-02-26,7.73,fuel
83,2025-02-26,27.37,utilities
97,2025-02-26,19.71,groceries
99,2025-02-26,132.74,retail
109,2025-02-26,59.19,groceries
9,2025-02-27,22.72,utilities
13,2025-02-27,4.36,dining
20,2025-02-27,41.97,groceries
26,2025-02-27,349.15,travel
27,2025-02-27,55.71,retail
38,2025-02-27,14.19,groceries
41,2025-02-27,30.23,groceries
59,2025-02-27,30.51,travel
63,2025-02-27,57.34,utilities
81,2025-02-27,34.54,groceries
88,2025-02-27,14.14,dining
89,2025-02-27,28.16,dining
90,2025-02-27,118.91,travel
96,2025-02-27,34.04,dining
97,2025-02-27,56.43,fuel
100,2025-02-27,40.41,fuel
102,2025-02-27,23.57,retail
108,2025-02-27,30.42,utilities
116,2025-02-27,39.19,utilities
120,2025-02-27,34.33,groceries
21,2025-02-28,9.84,travel
25,2025-02-28,47.58,dining
32,2025-02-28,4.97,dining
35,2025-02-28,24.02,travel
84,2025-02-28,16.44,groceries
98,2025-02-28,8.76,dining
119,2025-02-28,107.85,groceries
30,2025-03-01,23.66,dining
41,2025-03-01,46.68,dining
45,2025-03-01,47.01,dining
46,2025-03-01,58.49,utilities
48,2025-03-01,30.94,dining
59,2025-03-01,113.5,utilities
60,2025-03-01,91.02,groceries
68,2025-03-01,96.9,utilities
79,2025-03-01,10.34,dining
80,2025-03-01,23.79,retail
83,2025-03-01,21.04,groceries
92,2025-03-01,29.71,groceries
103,2025-03-01,105.79,utilities
105,2025-03-01,16.3,dining
107,2025-03-01,24.54,groceries
7,2025-03-02,15.36,fuel
14,2025-03-02,11.99,travel
15,2025-03-02,44.78,dining
19,2025-03-02,33.23,dining
23,2025-03-02,22.36,fuel
27,2025-03-02,51.36,utilities
34,2025-03-02,93.57,fuel
37,2025-03-02,4.02,travel
44,2025-03-02,40.78,fuel
47,2025-03-02,23.28,utilities
62,2025-03-02,92.31,dining
67,2025-03-02,66.25,travel
74,2025-03-02,36.71,travel
77,2025-03-02,63.23,utilities
108,2025-03-02,30.13,travel
114,2025-03-02,188.58,travel
3,2025-03-03,36.98,fuel
4,2025-03-03,24.19,fuel
6,2025-03-03,25.2,groceries
8,2025-03-03,35.7,fuel
25,2025-03-03,89.6,travel
29,2025-03-03,13.67,groceries
38,2025-03-03,38.87,dining
40,2025-03-03,9.24,travel
59,2025-03-03,12.67,retail
61,2025-03-03,32.52,fuel
63,2025-03-03,12.07,groceries
70,2025-03-03,23.19,travel
85,2025-03-03,16.51,utilities
89,2025-03-03,87.73,fuel
92,2025-03-03,44.41,travel
104,2025-03-03,78.17,retail
105,2025-03-03,38.66,utilities
113,2025-03-03,52.31,fuel
118,2025-03-03,11.68,dining
1,2025-03-04,159.99,utilities
10,2025-03-04,36.13,fuel
25,2025-03-04,40.76,retail
36,2025-03-04,111.68,utilities
40,2025-03-04,3.69,groceries
49,2025-03-04,129.22,dining
58,2025-03-04,22.34,retail
59,2025-03-04,37.45,retail
75,2025-03-04,96.38,fuel
81,2025-03-04,46.07,dining
93,2025-03-04,174.29,groceries
96,2025-03-04,18.42,retail
48,2025-03-05,42.79,utilities
50,2025-03-05,39.57,retail
51,2025-03-05,72.63,travel
54,2025-03-05,23.82,fuel
57,2025-03-05,16.04,groceries
63,2025-03-05,14.8,travel
64,2025-03-05,77.97,fuel
68,2025-03-05,88.43,groceries
84,2025-03-05,40.36,fuel
106,2025-03-05,38.48,dining
111,2025-03-05,82.49,groceries
117,2025-03-05,43.2,fuel
6,2025-03-06,29.11,utilities
12,2025-03-06,117.43,dining
26,2025-03-06,6.25,groceries
28,2025-03-06,26.53,travel
29,2025-03-06,39.52,travel
38,2025-03-06,34.89,utilities
65,2025-03-06,37.12,retail
74,2025-03-06,45.52,fuel
81,2025-03-06,119.3,fuel
86,2025-03-06,27.08,fuel
87,2025-03-06,11.5,retail
95,2025-03-06,27.28,groceries
98,2025-03-06,48.98,fuel
107,2025-03-06,4.21,groceries
5,2025-03-07,78.04,dining
7,2025-03-07,24.06,groceries
42,2025-03-07,29.56,dining
53,2025-03-07,19.26,fuel
57,2025-03-07,52.11,dining
63,2025-03-07,30.57,utilities
68,2025-03-07,52.7,retail
76,2025-03-07,240.45,retail
78,2025-03-07,27.16,retail
81,2025-03-07,44.7,groceries
101,2025-03-07,16.58,travel
107,2025-03-07,27.05,dining
108,2025-03-07,38.46,fuel
110,2025-03-07,21.77,retail
112,2025-03-07,7.66,groceries
8,2025-03-08,19.08,dining
13,2025-03-08,16.7,utilities
16,2025-03-08,20.1,dining
26,2025-03-08,48.54,groceries
31,2025-03-08,15.33,groceries
43,2025-03-08,5.95,utilities
52,2025-03-08,54.74,retail
56,2025-03-08,13.41,groceries
68,2025-03-08,36.15,groceries
94,2025-03-08,42.18,retail
102,2025-03-08,9.27,travel
108,2025-03-08,99.58,utilities
114,2025-03-08,65.57,travel
115,2025-03-08,79.17,fuel
1,2025-03-09,39.14,fuel
6,2025-03-09,30.66,travel
11,2025-03-09,11.62,utilities
22,2025-03-09,118.2,utilities
41,2025-03-09,149.48,fuel
50,2025-03-09,50.78,travel
55,2025-03-09,44.84,dining
66,2025-03-09,38.52,utilities
67,2025-03-09,28.67,utilities
69,2025-03-09,132.84,utilities
71,2025-03-09,26.57,fuel
73,2025-03-09,48.05,groceries
77,2025-03-09,13.13,dining
89,2025-03-09,79.32,groceries
90,2025-03-09,63.41,dining
91,2025-03-09,789.94,retail
92,2025-03-09,10.35,travel
97,2025-03-09,65.78,dining
103,2025-03-09,71.93,dining
108,2025-03-09,80.17,groceries
109,2025-03-09,30.29,groceries
118,2025-03-09,70.3,travel
3,2025-03-10,14.01,dining
17,2025-03-10,45.77,fuel
21,2025-03-10,8.64,groceries
25,2025-03-10,31.98,fuel
54,2025-03-10,63.79,retail
60,2025-03-10,64.94,utilities
64,2025-03-10,16.74,retail
84,2025-03-10,43.18,groceries
87,2025-03-10,25.77,fuel
96,2025-03-10,159.59,travel
118,2025-03-10,80.95,utilities
119,2025-03-10,22.93,retail
2,2025-03-11,14.06,utilities
10,2025-03-11,26.34,fuel
24,2025-03-11,127.89,travel
39,2025-03-11,19.5,utilities
49,2025-03-11,37.56,travel
57,2025-03-11,23.53,retail
59,2025-03-11,45.3,utilities
72,2025-03-11,25.77,travel
80,2025-03-11,65.56,dining
83,2025-03-11,14.53,utilities
99,2025-03-11,42.99,groceries
7,2025-03-12,17.23,utilities
9,2025-03-12,32.02,fuel
18,2025-03-12,38.87,utilities
32,2025-03-12,46.5,dining
41,2025-03-12,16.95,dining
47,2025-03-12,39.71,groceries
53,2025-03-12,6.67,groceries
62,2025-03-12,133.55,groceries
85,2025-03-12,21.71,dining
95,2025-03-12,88.54,dining
102,2025-03-12,57.1,dining
106,2025-03-12,136.51,travel
119,2025-03-12,10.39,fuel
2,2025-03-13,20.9,groceries
28,2025-03-13,40.57,groceries
37,2025-03-13,70.17,dining
42,2025-03-13,18.92,travel
65,2025-03-13,199.74,fuel
73,2025-03-13,43.77,retail
83,2025-03-13,47.46,groceries
88,2025-03-13,28.18,groceries
98,2025-03-13,5.52,fuel
100,2025-03-13,29.75,utilities
116,2025-03-13,49.53,travel
120,2025-03-13,67.31,retail
2,2025-03-14,71.48,fuel
4,2025-03-14,54.07,travel
6,2025-03-14,23.47,dining
23,2025-03-14,70.82,fuel
26,2025-03-14,36.43,retail
27,2025-03-14,122.59,fuel
29,2025-03-14,27.33,fuel
30,2025-03-14,28.18,groceries
34,2025-03-14,70.48,groceries
35,2025-03-14,186.69,travel
36,2025-03-14,134.91,utilities
46,2025-03-14,9.62,groceries
48,2025-03-14,44.7,travel
61,2025-03-14,23.74,travel
70,2025-03-14,89.31,dining
77,2025-03-14,16.71,utilities
79,2025-03-14,23.16,retail
101,2025-03-14,48.47,fuel
106,2025-03-14,13.96,utilities
110,2025-03-14,20.82,retail
19,2025-03-15,242.77,dining
34,2025-03-15,42.31,fuel
38,2025-03-15,31.51,retail
44,2025-03-15,15.53,travel
45,2025-03-15,36.96,retail
60,2025-03-15,73.11,fuel
68,2025-03-15,68.36,fuel
73,2025-03-15,78.88,fuel
92,2025-03-15,32.39,travel
93,2025-03-15,19.3,utilities
103,2025-03-15,31.78,fuel
118,2025-03-15,186.41,utilities
2,2025-03-16,23.73,retail
8,2025-03-16,59.55,groceries
11,2025-03-16,56.97,retail
22,2025-03-16,15.63,utilities
24,2025-03-16,30.59,groceries
28,2025-03-16,101.16,retail
40,2025-03-16,16.17,groceries
52,2025-03-16,5.59,fuel
54,2025-03-16,14.25,fuel
58,2025-03-16,68.53,dining
61,2025-03-16,57.72,utilities
75,2025-03-16,6.85,travel
80,2025-03-16,61.77,fuel
86,2025-03-16,24.98,utilities
87,2025-03-16,48.01,groceries
99,2025-03-16,73.94,groceries
104,2025-03-16,55.17,utilities
111,2025-03-16,53.74,utilities
113,2025-03-16,63.31,utilities
120,2025-03-16,7.68,travel
13,2025-03-17,42.07,retail
36,2025-03-17,30.4,fuel
55,2025-03-17,6.06,retail
61,2025-03-17,31.33,retail
67,2025-03-17,28.44,fuel
75,2025-03-17,23.37,dining
76,2025-03-17,89.88,retail
78,2025-03-17,156.09,groceries
89,2025-03-17,39.13,groceries
107,2025-03-17,34.58,utilities
8,2025-03-18,33.63,fuel
12,2025-03-18,61.6,travel
23,2025-03-18,76.67,retail
26,2025-03-18,103.24,fuel
31,2025-03-18,27.39,fuel
53,2025-03-18,21.18,groceries
57,2025-03-18,8.33,dining
68,2025-03-18,30.57,groceries
72,2025-03-18,59.41,groceries
74,2025-03-18,15.06,travel
76,2025-03-18,17.25,groceries
78,2025-03-18,50.6,dining
81,2025-03-18,80.09,dining
92,2025-03-18,7.2,fuel
93,2025-03-18,18.52,groceries
95,2025-03-18,46.79,utilities
98,2025-03-18,18.54,travel
117,2025-03-18,29.11,retail
119,2025-03-18,34.84,utilities
5,2025-03-19,47.11,utilities
7,2025-03-19,37.42,retail
11,2025-03-19,18.22,travel
34,2025-03-19,24.83,travel
35,2025-03-19,70.87,groceries
43,2025-03-19,44.42,retail
51,2025-03-19,7.89,fuel
63,2025-03-19,100.6,groceries
71,2025-03-19,44.27,dining
75,2025-03-19,14.05,travel
77,2025-03-19,26.86,travel
94,2025-03-19,15.5,travel
96,2025-03-19,35.95,travel
97,2025-03-19,43.01,travel
101,2025-03-19,21.95,fuel
102,2025-03-19,62.23,fuel
106,2025-03-19,55.89,fuel
112,2025-03-19,52.05,travel
119,2025-03-19,57.18,travel
120,2025-03-19,60.31,travel
16,2025-03-20,67.11,fuel
17,2025-03-20,185.7,dining
30,2025-03-20,151.87,utilities
47,2025-03-20,18.3,groceries
66,2025-03-20,56.04,dining
70,2025-03-20,60.72,travel
90,2025-03-20,52.42,fuel
106,2025-03-20,99.66,dining
111,2025-03-20,29.81,fuel
114,2025-03-20,6.38,fuel
116,2025-03-20,16.07,utilities
120,2025-03-20,169.36,retail
3,2025-03-21,79.31,utilities
10,2025-03-21,69.08,dining
21,2025-03-21,30.01,groceries
23,2025-03-21,88.46,dining
31,2025-03-21,29.1,dining
39,2025-03-21,30.24,utilities
49,2025-03-21,61.88,travel
50,2025-03-21,63.93,fuel
69,2025-03-21,21.3,dining
84,2025-03-21,37.16,utilities
86,2025-03-21,21.33,travel
89,2025-03-21,19.38,groceries
91,2025-03-21,108.94,fuel
98,2025-03-21,14.99,groceries
100,2025-03-21,15.96,groceries
109,2025-03-21,3.31,utilities
1,2025-03-22,30.52,dining
21,2025-03-22,68.69,retail
23,2025-03-22,41.28,dining
27,2025-03-22,5.32,retail
37,2025-03-22,340.32,groceries
38,2025-03-22,10.85,retail
44,2025-03-22,57.16,fuel
52,2025-03-22,15.64,utilities
54,2025-03-22,19.07,dining
56,2025-03-22,64.14,retail
64,2025-03-22,13.52,utilities
69,2025-03-22,254.41,dining
107,2025-03-22,10.81,utilities
115,2025-03-22,88.45,travel
16,2025-03-23,44.15,retail
17,2025-03-23,56.46,dining
25,2025-03-23,49.5,utilities
26,2025-03-23,14.49,travel
32,2025-03-23,72.08,utilities
77,2025-03-23,107.08,groceries
79,2025-03-23,170.92,dining
85,2025-03-23,119.32,travel
92,2025-03-23,37.14,retail
107,2025-03-23,12.74,fuel
108,2025-03-23,39.34,dining
6,2025-03-24,18.5,utilities
9,2025-03-24,17.12,travel
10,2025-03-24,31.61,dining
18,2025-03-24,16.24,groceries
19,2025-03-24,73.89,travel
25,2025-03-24,3.12,travel
29,2025-03-24,23.3,utilities
37,2025-03-24,5.6,dining
41,2025-03-24,18.95,retail
43,2025-03-24,90.15,fuel
46,2025-03-24,115.83,utilities
47,2025-03-24,59.25,utilities
57,2025-03-24,17.13,retail
71,2025-03-24,63.78,retail
72,2025-03-24,11.55,travel
79,2025-03-24,33.2,groceries
88,2025-03-24,31.58,utilities
92,2025-03-24,94.55,utilities
100,2025-03-24,22.7,retail
111,2025-03-24,71.3,dining
26,2025-03-25,35.76,fuel
35,2025-03-25,294.94,groceries
45,2025-03-25,92.13,fuel
59,2025-03-25,29.49,travel
83,2025-03-25,48.45,travel
96,2025-03-25,34.65,travel
100,2025-03-25,121.89,fuel
103,2025-03-25,57.27,fuel
111,2025-03-25,22.15,utilities
7,2025-03-26,94.18,groceries
12,2025-03-26,22.08,travel
19,2025-03-26,19.25,groceries
24,2025-03-26,39.39,fuel
25,2025-03-26,44.74,dining
29,2025-03-26,26.29,travel
42,2025-03-26,25.18,utilities
48,2025-03-26,14.57,dining
62,2025-03-26,28.0,retail
65,2025-03-26,36.26,retail
76,2025-03-26,11.63,retail
91,2025-03-26,58.44,groceries
93,2025-03-26,71.0,dining
102,2025-03-26,13.09,dining
104,2025-03-26,35.09,fuel
114,2025-03-26,7.4,retail
116,2025-03-26,37.85,dining
118,2025-03-26,32.3,travel
5,2025-03-27,54.39,fuel
7,2025-03-27,82.98,retail
18,2025-03-27,12.36,fuel
22,2025-03-27,31.36,travel
44,2025-03-27,13.72,fuel
51,2025-03-27,68.46,groceries
58,2025-03-27,82.53,dining
61,2025-03-27,34.01,travel
73,2025-03-27,30.35,retail
74,2025-03-27,28.05,groceries
84,2025-03-27,2.51,dining
87,2025-03-27,25.93,travel
98,2025-03-27,106.66,fuel
106,2025-03-27,42.29,dining
113,2025-03-27,52.69,travel
118,2025-03-27,61.48,fuel
17,2025-03-28,17.78,dining
22,2025-03-28,129.02,dining
26,2025-03-28,56.87,travel
28,2025-03-28,62.0,dining
39,2025-03-28,26.97,groceries
50,2025-03-28,25.76,utilities
56,2025-03-28,24.22,fuel
61,2025-03-28,13.36,retail
63,2025-03-28,77.07,utilities
64,2025-03-28,120.74,fuel
67,2025-03-28,47.03,fuel
78,2025-03-28,8.72,utilities
104,2025-03-28,40.01,travel
118,2025-03-28,16.34,retail
8,2025-03-29,70.0,dining
40,2025-03-29,53.77,groceries
53,2025-03-29,167.8,groceries
55,2025-03-29,84.35,fuel
56,2025-03-29,20.93,travel
64,2025-03-29,88.25,fuel
66,2025-03-29,159.22,fuel
68,2025-03-29,42.63,groceries
71,2025-03-29,21.84,retail
76,2025-03-29,17.05,retail
80,2025-03-29,40.51,retail
83,2025-03-29,10.44,fuel
94,2025-03-29,19.72,travel
119,2025-03-29,140.66,fuel
120,2025-03-29,53.96,retail
2,2025-03-30,12.86,utilities
8,2025-03-30,16.91,travel
13,2025-03-30,9.31,retail
34,2025-03-30,18.14,groceries
36,2025-03-30,87.88,travel
52,2025-03-30,39.46,dining
56,2025-03-30,73.27,retail
64,2025-03-30,41.46,travel
68,2025-03-30,87.32,fuel
81,2025-03-30,10.82,travel
86,2025-03-30,100.24,travel
99,2025-03-30,15.08,fuel
118,2025-03-30,36.09,travel
43,2025-03-31,3.73,utilities
47,2025-03-31,31.28,groceries
53,2025-03-31,62.54,dining
68,2025-03-31,54.87,dining
74,2025-03-31,58.22,travel
75,2025-03-31,9.28,fuel
78,2025-03-31,19.2,travel
84,2025-03-31,6.97,travel
98,2025-03-31,76.49,groceries
1,2025-04-01,28.15,travel
3,2025-04-01,420.29,retail
11,2025-04-01,18.09,groceries
31,2025-04-01,75.1,groceries
42,2025-04-01,22.94,retail
46,2025-04-01,113.0,utilities
56,2025-04-01,25.43,utilities
70,2025-04-01,18.33,groceries
72,2025-04-01,20.37,utilities
97,2025-04-01,25.65,utilities
101,2025-04-01,40.75,groceries
112,2025-04-01,47.91,groceries
117,2025-04-01,10.14,travel
7,2025-04-02,42.45,utilities
11,2025-04-02,15.52,utilities
22,2025-04-02,34.15,retail
24,2025-04-02,87.02,retail
30,2025-04-02,18.44,travel
49,2025-04-02,22.12,dining
62,2025-04-02,29.89,travel
64,2025-04-02,91.35,fuel
65,2025-04-02,31.86,utilities
71,2025-04-02,49.5,utilities
76,2025-04-02,31.89,fuel
90,2025-04-02,3.12,utilities
92,2025-04-02,11.16,utilities
103,2025-04-02,19.57,fuel
107,2025-04-02,26.58,groceries
116,2025-04-02,7.31,groceries
117,2025-04-02,25.88,dining
118,2025-04-02,40.08,travel
3,2025-04-03,150.2,retail
7,2025-04-03,30.66,groceries
18,2025-04-03,13.31,retail
23,2025-04-03,63.72,fuel
31,2025-04-03,71.83,dining
34,2025-04-03,60.32,retail
35,2025-04-03,24.36,utilities
38,2025-04-03,46.69,fuel
52,2025-04-03,25.46,travel
54,2025-04-03,16.32,travel
56,2025-04-03,13.51,groceries
75,2025-04-03,37.68,groceries
79,2025-04-03,71.36,utilities
83,2025-04-03,47.72,travel
85,2025-04-03,36.32,travel
89,2025-04-03,25.3,travel
109,2025-04-03,60.82,utilities
117,2025-04-03,24.68,travel
1,2025-04-04,23.23,retail
21,2025-04-04,20.59,groceries
43,2025-04-04,18.26,utilities
53,2025-04-04,22.77,fuel
55,2025-04-04,17.64,utilities
61,2025-04-04,19.98,fuel
67,2025-04-04,116.88,utilities
69,2025-04-04,18.83,retail
76,2025-04-04,26.29,dining
91,2025-04-04,40.47,travel
93,2025-04-04,28.21,fuel
100,2025-04-04,89.49,travel
102,2025-04-04,24.89,utilities
111,2025-04-04,44.02,utilities
115,2025-04-04,39.75,utilities
119,2025-04-04,44.9,groceries
27,2025-04-05,36.91,groceries
28,2025-04-05,113.84,groceries
32,2025-04-05,17.54,groceries
48,2025-04-05,9.7,groceries
56,2025-04-05,21.69,retail
65,2025-04-05,19.4,dining
73,2025-04-05,44.97,travel
77,2025-04-05,116.22,utilities
81,2025-04-05,55.17,retail
114,2025-04-05,63.33,retail
9,2025-04-06,195.13,retail
10,2025-04-06,40.68,groceries
11,2025-04-06,61.24,retail
16,2025-04-06,16.02,dining
19,2025-04-06,230.31,dining
22,2025-04-06,27.72,groceries
37,2025-04-06,75.98,dining
41,2025-04-06,8.48,retail
44,2025-04-06,46.79,fuel
51,2025-04-06,61.75,retail
88,2025-04-06,199.98,groceries
108,2025-04-06,77.75,fuel
109,2025-04-06,31.79,dining
6,2025-04-07,43.05,travel
38,2025-04-07,26.36,utilities
56,2025-04-07,60.81,fuel
59,2025-04-07,102.19,retail
78,2025-04-07,276.31,travel
80,2025-04-07,141.09,travel
96,2025-04-07,58.58,utilities
99,2025-04-07,107.22,utilities
101,2025-04-07,19.98,groceries
106,2025-04-07,44.04,fuel
115,2025-04-07,88.9,retail
9,2025-04-08,33.99,travel
12,2025-04-08,50.23,utilities
16,2025-04-08,24.02,groceries
26,2025-04-08,116.03,groceries
28,2025-04-08,74.16,dining
31,2025-04-08,14.32,groceries
45,2025-04-08,13.4,dining
61,2025-04-08,50.6,dining
66,2025-04-08,77.21,fuel
70,2025-04-08,33.41,dining
71,2025-04-08,4.59,groceries
85,2025-04-08,19.96,travel
98,2025-04-08,60.82,dining
100,2025-04-08,38.88,dining
104,2025-04-08,38.64,fuel
114,2025-04-08,21.93,retail
119,2025-04-08,218.76,retail
17,2025-04-09,10.42,retail
27,2025-04-09,11.75,utilities
29,2025-04-09,70.77,fuel
37,2025-04-09,53.99,travel
39,2025-04-09,88.86,groceries
46,2025-04-09,16.86,fuel
50,2025-04-09,26.48,travel
54,2025-04-09,110.94,groceries
58,2025-04-09,39.1,fuel
63,2025-04-09,38.13,retail
66,2025-04-09,52.11,groceries
76,2025-04-09,59.9,groceries
80,2025-04-09,26.62,fuel
99,2025-04-09,39.41,dining
104,2025-04-09,21.05,utilities
113,2025-04-09,6.89,retail
3,2025-04-10,39.29,travel
5,2025-04-10,47.84,retail
32,2025-04-10,82.39,groceries
49,2025-04-10,15.39,retail
59,2025-04-10,22.95,dining
81,2025-04-10,61.74,utilities
87,2025-04-10,20.33,dining
90,2025-04-10,98.15,fuel
111,2025-04-10,49.1,fuel
120,2025-04-10,140.83,travel
2,2025-04-11,257.78,fuel
7,2025-04-11,5.33,groceries
12,2025-04-11,39.08,retail
36,2025-04-11,18.13,utilities
40,2025-04-11,44.34,utilities
47,2025-04-11,19.95,travel
50,2025-04-11,5.94,groceries
64,2025-04-11,20.2,groceries
102,2025-04-11,117.51,utilities
116,2025-04-11,203.17,fuel
118,2025-04-11,48.57,utilities
21,2025-04-12,17.79,groceries
24,2025-04-12,41.9,dining
28,2025-04-12,62.34,travel
31,2025-04-12,135.5,utilities
43,2025-04-12,12.1,travel
45,2025-04-12,29.63,fuel
68,2025-04-12,86.31,fuel
73,2025-04-12,35.56,groceries
74,2025-04-12,20.09,retail
75,2025-04-12,21.75,groceries
97,2025-04-12,5.31,retail
108,2025-04-12,104.73,retail
114,2025-04-12,33.28,retail
115,2025-04-12,52.73,travel
117,2025-04-12,78.34,retail
119,2025-04-12,17.49,dining
6,2025-04-13,111.43,travel
8,2025-04-13,28.27,groceries
9,2025-04-13,160.65,fuel
10,2025-04-13,28.39,utilities
13,2025-04-13,39.75,utilities
23,2025-04-13,38.79,utilities
29,2025-04-13,23.43,retail
35,2025-04-13,13.94,fuel
59,2025-04-13,14.73,groceries
64,2025-04-13,118.24,fuel
66,2025-04-13,72.86,utilities
84,2025-04-13,11.44,travel
85,2025-04-13,85.58,utilities
86,2025-04-13,17.73,utilities
91,2025-04-13,14.77,groceries
107,2025-04-13,87.74,utilities
1,2025-04-14,2.56,dining
7,2025-04-14,4.78,dining
11,2025-04-14,78.57,groceries
30,2025-04-14,47.93,dining
48,2025-04-14,44.63,utilities
49,2025-04-14,88.45,travel
52,2025-04-14,32.78,fuel
54,2025-04-14,30.53,fuel
76,2025-04-14,214.57,fuel
79,2025-04-14,135.09,utilities
93,2025-04-14,128.86,utilities
98,2025-04-14,40.68,utilities
111,2025-04-14,72.16,fuel
113,2025-04-14,43.88,groceries
1,2025-04-15,63.98,fuel
7,2025-04-15,46.29,travel
28,2025-04-15,30.71,travel
38,2025-04-15,138.64,groceries
42,2025-04-15,16.51,groceries
52,2025-04-15,175.17,utilities
53,2025-04-15,19.8,travel
67,2025-04-15,47.65,retail
70,2025-04-15,182.63,travel
72,2025-04-15,64.33,fuel
80,2025-04-15,121.88,retail
83,2025-04-15,54.86,groceries
100,2025-04-15,16.59,fuel
101,2025-04-15,208.81,dining
112,2025-04-15,28.28,groceries
10,2025-04-16,11.53,retail
11,2025-04-16,32.59,fuel
16,2025-04-16,13.36,groceries
18,2025-04-16,88.2,travel
22,2025-04-16,4.51,fuel
34,2025-04-16,47.11,groceries
36,2025-04-16,10.71,fuel
52,2025-04-16,178.68,groceries
55,2025-04-16,26.31,groceries
62,2025-04-16,65.38,dining
72,2025-04-16,20.99,groceries
77,2025-04-16,186.18,utilities
92,2025-04-16,24.53,travel
117,2025-04-16,50.7,groceries
6,2025-04-17,23.0,dining
26,2025-04-17,27.48,travel
32,2025-04-17,35.94,utilities
36,2025-04-17,8.25,utilities
44,2025-04-17,11.54,dining
51,2025-04-17,22.82,dining
58,2025-04-17,46.22,fuel
77,2025-04-17,54.98,retail
78,2025-04-17,19.96,dining
89,2025-04-17,20.52,dining
115,2025-04-17,28.55,utilities
116,2025-04-17,140.3,utilities
3,2025-04-18,15.96,dining
24,2025-04-18,36.89,dining
40,2025-04-18,30.1,retail
46,2025-04-18,23.29,travel
59,2025-04-18,12.68,dining
61,2025-04-18,21.87,retail
62,2025-04-18,91.92,dining
69,2025-04-18,9.02,dining
73,2025-04-18,16.94,retail
109,2025-04-18,30.81,fuel
112,2025-04-18,15.39,groceries
10,2025-04-19,17.21,groceries
17,2025-04-19,83.91,travel
19,2025-04-19,268.81,fuel
37,2025-04-19,33.61,fuel
41,2025-04-19,7.72,fuel
64,2025-04-19,4.4,groceries
65,2025-04-19,171.44,retail
71,2025-04-19,48.45,utilities
88,2025-04-19,20.72,fuel
98,2025-04-19,72.67,dining
21,2025-04-20,94.3,dining
49,2025-04-20,15.27,utilities
54,2025-04-20,38.25,travel
56,2025-04-20,78.3,dining
64,2025-04-20,33.23,groceries
68,2025-04-20,94.1,retail
73,2025-04-20,118.48,travel
75,2025-04-20,139.04,travel
79,2025-04-20,146.88,travel
101,2025-04-20,31.38,travel
119,2025-04-20,15.68,retail
3,2025-04-21,5.96,groceries
5,2025-04-21,136.29,retail
7,2025-04-21,5.04,retail
32,2025-04-21,96.29,utilities
41,2025-04-21,33.36,travel
52,2025-04-21,22.3,groceries
63,2025-04-21,13.98,groceries
64,2025-04-21,217.31,dining
69,2025-04-21,92.02,retail
70,2025-04-21,181.81,travel
78,2025-04-21,18.69,utilities
85,2025-04-21,27.74,dining
91,2025-04-21,24.78,dining
96,2025-04-21,48.64,fuel
101,2025-04-21,42.71,groceries
102,2025-04-21,22.84,groceries
104,2025-04-21,14.17,retail
106,2025-04-21,9.52,retail
115,2025-04-21,34.39,dining
17,2025-04-22,78.67,travel
39,2025-04-22,56.11,travel
59,2025-04-22,113.86,groceries
63,2025-04-22,23.04,groceries
68,2025-04-22,269.19,dining
76,2025-04-22,71.4,retail
77,2025-04-22,13.41,utilities
84,2025-04-22,37.61,retail
98,2025-04-22,7.98,retail
99,2025-04-22,121.6,groceries
109,2025-04-22,38.96,utilities
111,2025-04-22,9.74,retail
9,2025-04-23,52.74,dining
26,2025-04-23,25.17,utilities
27,2025-04-23,52.45,groceries
34,2025-04-23,63.08,dining
35,2025-04-23,38.07,retail
47,2025-04-23,38.15,groceries
51,2025-04-23,42.59,fuel
52,2025-04-23,18.53,utilities
55,2025-04-23,75.55,utilities
61,2025-04-23,52.42,fuel
74,2025-04-23,21.61,groceries
80,2025-04-23,31.99,travel
81,2025-04-23,17.29,dining
92,2025-04-23,130.75,fuel
107,2025-04-23,129.5,retail
2,2025-04-24,16.24,retail
19,2025-04-24,197.63,utilities
21,2025-04-24,18.02,dining
45,2025-04-24,47.02,utilities
58,2025-04-24,19.74,dining
62,2025-04-24,88.03,fuel
64,2025-04-24,8.53,travel
66,2025-04-24,58.65,groceries
73,2025-04-24,20.87,groceries
83,2025-04-24,21.27,fuel
90,2025-04-24,18.62,dining
116,2025-04-24,32.84,dining
118,2025-04-24,28.08,travel
120,2025-04-24,93.67,travel
