order_id,customer_id,order_date,amount,status,channel
50628,63,2024-07-24,66.41,pending,web
50629,70,2024-08-11,65.76,pending,mobile
50630,14,2024-03-13,62.73,pending,web
50631,64,2025-10-17,45.23,completed,store
50632,598,2025-05-17,51.76,refunded,mobile
50633,101,2024-08-19,133.65,cancelled,mobile
50634,46,2024-11-06,36.81,refunded,web
50635,69,2024-12-14,17.6,completed,mobile
50636,23,2025-01-28,76.27,pending,store
50637,81,2025-05-13,10.5,refunded,web
50638,5,2025-08-30,29.26,cancelled,mobile
50639,64,2025-04-05,38.33,refunded,web
50640,16,2025-10-31,85.67,refunded,store
50641,69,2025-08-16,35.89,refunded,web
50642,579,2024-02-16,18.76,completed,web
50643,7,2024-04-09,50.55,cancelled,web
50644,105,2025-05-24,78.28,completed,mobile
50645,55,2025-11-25,46.41,refunded,mobile
50646,18,2024-08-06,140.73,completed,web
50647,36,2025-03-01,25.32,completed,web
50648,119,2024-05-16,114.14,completed,store
50649,,2024-04-01,114.67,completed,web
50650,104,2025-05-02,77.74,refunded,web
50651,58,2024-06-27,64.55,completed,mobile
50652,79,2025-10-04,107.91,pending,web
50653,31,2025-06-26,55.73,refunded,mobile
50654,36,2024-04-25,215.76,pending,web
50655,21,2024-02-14,19.63,completed,web
50656,43,2025-04-09,122.54,completed,web
50657,31,2025-08-29,66.7,refunded,mobile
50658,42,2024-04-22,41.22,refunded,web
50659,26,2024-08-13,12.2,completed,store
50660,19,2025-09-16,49.05,completed,web
50661,25,2024-10-03,33.2,refunded,mobile
50662,36,2025-04-21,50.76,completed,web
50663,38,2025-10-15,70.44,completed,web
50664,110,2024-08-09,123.87,completed,web
50665,55,2024-09-09,28.5,completed,store
50666,76,2025-08-10,148.03,completed,web
50667,61,2025-05-31,12.8,pending,mobile
50668,90,2025-04-08,54.19,completed,mobile
50669,53,2024-05-15,41.62,completed,web
50670,86,2025-04-15,15.3,completed,store
50671,52,2025-01-14,101.95,completed,store
50672,10,2024-12-06,58.21,completed,mobile
50673,79,2024-07-31,86.18,completed,mobile
50674,8,2025-11-21,44.3,pending,web
50675,80,2025-01-10,18.67,completed,mobile
50676,100,2024-12-08,35.52,pending,mobile
50677,97,2024-08-02,255.68,completed,web
50678,35,2025-03-09,38.59,completed,web
50679,65,2024-05-05,49.75,cancelled,store
50680,58,2025-11-20,156.67,completed,web
50681,23,2024-03-19,24.86,refunded,web
50682,20,2025-06-17,37.22,completed,web
50683,54,2025-10-22,150.92,completed,web
50684,44,2024-11-30,51.4,cancelled,mobile
50685,57,2025-08-03,28.59,pending,web
50686,37,2024-02-18,26.67,completed,mobile
50687,21,2024-10-19,31.13,refunded,mobile
50688,86,2024-06-14,40.2,completed,web
50689,27,2024-02-05,21.53,completed,mobile
50690,16,2025-02-18,62.59,refunded,mobile
50691,61,2025-08-10,183.87,refunded,store
50692,57,2024-04-25,16.93,completed,web
50693,80,2025-04-01,40.1,cancelled,mobile
50694,75,2024-10-11,33.64,pending,mobile
50695,12,2025-02-07,28.42,cancelled,mobile
50696,8,2025-01-04,32.27,pending,web
50697,,2024-11-11,101.75,refunded,store
50698,55,2025-02-28,15.28,completed,web
50699,39,2025-06-21,19.76,completed,web
50700,72,2025-08-04,84.04,completed,mobile
50701,38,2024-02-13,107.16,cancelled,web
50702,72,2024-08-17,137.56,refunded,mobile
50703,37,2025-05-18,290.02,completed,web
50704,36,2024-03-09,68.44,pending,mobile
50705,112,2025-05-02,27.32,completed,mobile
50706,21,2024-05-29,6.29,completed,web
50707,7,2025-03-05,21.56,refunded,store
50708,66,2025-10-05,32.78,completed,mobile
50709,112,2024-11-04,18.11,completed,web
50710,75,2024-05-27,38.11,completed,store
50711,21,2024-06-07,56.22,cancelled,mobile
50712,107,2025-06-28,154.62,completed,web
50713,118,2024-05-14,178.79,completed,mobile
50714,18,2025-09-03,168.68,completed,mobile
50715,4,2024-05-01,27.82,completed,web
50716,11,2024-04-24,55.75,completed,store
50717,6,2025-11-14,13.77,cancelled,store
50718,24,2024-01-30,41.92,cancelled,mobile
50719,79,2025-08-06,123.31,refunded,web
50720,37,2025-07-04,144.78,refunded,mobile
50721,57,2024-04-19,26.54,pending,web
50722,66,2024-04-25,95.19,pending,web
50723,18,2025-01-04,107.14,completed,web
50724,64,2024-10-17,43.04,refunded,store
50725,57,2025-02-21,6.61,completed,store
50726,115,2025-05-02,150.23,completed,store
50727,63,2025-02-09,41.91,completed,web
50728,51,2025-08-27,108.68,completed,store
50729,44,2025-02-17,86.07,refunded,mobile
50730,76,2025-10-21,148.97,refunded,mobile
50731,52,2025-06-07,13.6,completed,web
50732,63,2025-10-05,421.37,pending,mobile
50733,23,2025-11-26,38.02,cancelled,web
50734,10,2025-06-16,358.69,completed,web
50735,64,2024-09-24,75.55,cancelled,mobile
50736,98,2025-03-16,33.3,pending,web
50737,5,2025-11-06,116.04,refunded,web
50738,56,2025-02-02,53.49,refunded,web
50739,71,2025-08-08,49.38,completed,mobile
50740,51,2025-08-28,41.71,completed,web
50741,47,2025-08-20,42.25,completed,store
50742,53,2025-11-08,33.54,completed,mobile
50743,117,2024-11-08,27.74,cancelled,web
50744,59,2025-03-08,149.38,completed,web
50745,61,2024-11-20,40.76,cancelled,web
50746,63,2025-11-22,23.29,refunded,web
50747,79,2025-03-22,16.56,completed,mobile
50748,69,2024-09-28,45.4,refunded,store
50749,92,2024-04-07,65.65,cancelled,mobile
50750,61,2024-12-21,188.14,completed,mobile
50751,39,2025-07-06,34.31,completed,mobile
50752,59,2025-07-14,473.26,cancelled,web
50753,85,2025-04-23,21.44,cancelled,store
50754,117,2025-08-02,77.59,completed,web
50755,19,2024-11-03,127.85,completed,mobile
50756,109,2024-10-20,72.7,cancelled,web
50757,31,2024-07-15,31.92,pending,web
50758,116,2024-06-12,97.99,cancelled,web
50759,110,2025-05-12,126.81,completed,store
50760,116,2025-01-07,488.09,pending,store
50761,93,2024-08-29,204.51,cancelled,store
50762,120,2025-05-23,113.98,completed,mobile
50763,41,2025-08-21,324.32,refunded,web
50764,55,2024-04-19,48.5,cancelled,web
50765,69,2024-04-25,34.32,refunded,web
50766,36,2024-05-28,27.04,completed,web
50767,116,2025-11-09,30.4,refunded,store
50768,47,2024-05-04,58.36,pending,web
50769,117,2024-09-18,93.01,completed,store
50770,81,2025-10-21,47.4,completed,mobile
50771,63,2025-02-26,138.66,pending,store
50772,105,2024-06-13,98.13,completed,web
50773,94,2024-11-30,50.9,completed,mobile
50774,24,2025-10-18,22.52,refunded,web
50775,74,2024-06-10,15.26,refunded,mobile
50776,109,2025-02-24,102.21,pending,store
50777,18,2025-08-30,25.78,completed,web
50778,49,2025-08-07,396.29,pending,web
50779,90,2024-02-20,42.41,completed,web
50780,48,2025-08-03,16.75,pending,mobile
50781,64,2024-07-27,97.3,pending,web
50782,56,2025-09-06,82.09,completed,web
50783,530,2025-09-24,49.65,cancelled,mobile
50784,59,2025-04-25,24.77,refunded,web
50785,28,2025-03-09,86.74,completed,mobile
50786,7,2024-08-28,51.13,cancelled,store
50787,103,2024-02-16,72.81,cancelled,web
50788,23,2025-05-30,53.74,pending,web
50789,41,2025-03-19,30.22,completed,store
50790,64,2024-10-14,108.92,completed,mobile
50791,56,2024-11-19,107.66,completed,mobile
50792,119,2025-03-26,16.62,pending,web
50793,115,2024-02-11,64.31,completed,mobile
50794,111,2024-12-23,31.19,cancelled,mobile
50795,73,2025-08-22,26.11,completed,store
50796,4,2025-11-27,22.65,completed,mobile
50797,,2025-11-06,50.45,completed,mobile
50798,1,2024-02-14,21.09,refunded,store
50799,103,2024-08-04,11.38,refunded,web
50800,78,2025-02-12,34.13,pending,web
50801,110,2025-02-01,96.54,refunded,web
50802,39,2025-03-18,241.01,completed,mobile
50803,107,2024-07-23,47.84,pending,web
50804,77,2025-03-08,176.7,pending,mobile
50805,12,2024-12-15,115.78,pending,mobile
50806,83,2024-10-24,51.92,pending,web
50807,17,2024-11-03,155.13,completed,mobile
50808,71,2024-02-16,56.82,pending,web
50809,85,2024-09-16,32.83,cancelled,web
50810,95,2024-07-02,17.53,refunded,web
50811,76,2025-11-17,37.34,completed,store
50812,112,2024-08-04,8.89,cancelled,web
50813,87,2025-07-01,17.08,completed,web
50814,62,2025-02-18,72.93,cancelled,mobile
50815,79,2025-11-20,88.85,completed,web
50816,15,2024-07-11,105.85,refunded,web
50817,31,2025-10-03,169.35,completed,web
50818,60,2025-03-08,9.93,pending,web
50819,111,2024-09-05,19.86,pending,web
50820,2,2025-03-18,128.43,cancelled,store
50821,5,2025-05-12,58.6,refunded,store
50822,112,2024-03-03,58.64,completed,mobile
50823,35,2025-03-03,90.53,pending,mobile
50824,3,2024-07-15,50.41,cancelled,web
50825,117,2025-09-08,333.52,pending,web
50826,38,2025-02-03,141.32,pending,mobile
50827,109,2024-07-31,15.41,refunded,web
50828,23,2025-09-12,51.67,pending,web
50829,27,2024-01-19,41.32,refunded,web
50830,106,2025-05-30,41.91,completed,mobile
50831,63,2024-12-14,330.72,cancelled,web
50832,20,2025-06-11,64.7,completed,store
50833,57,2024-04-23,168.87,completed,mobile
50834,6,2024-06-20,236.79,completed,web
50835,38,2025-06-02,53.62,completed,mobile
50836,43,2024-05-05,135.13,pending,mobile
50837,1,2025-04-30,34.21,completed,web
50838,92,2025-01-04,70.12,cancelled,web
50839,30,2025-03-15,44.09,pending,store
50840,67,2025-01-05,174.31,completed,mobile
50841,67,2024-03-27,36.82,completed,web
50842,51,2025-11-07,19.49,refunded,mobile
50843,39,2024-11-17,27.66,completed,mobile
50844,58,2025-07-11,87.79,pending,mobile
50845,114,2025-10-26,45.9,completed,web
50846,69,2024-05-09,58.26,completed,web
50847,71,2024-12-14,85.31,completed,store
50848,70,2024-09-04,109.51,pending,store
50849,15,2025-01-16,26.81,completed,web
50850,84,2025-04-04,17.82,pending,web
50851,31,2025-08-18,135.0,refunded,mobile
50852,109,2024-12-24,22.67,refunded,mobile
50853,18,2025-06-16,80.4,cancelled,mobile
50854,106,2025-04-10,51.29,completed,mobile
50855,52,2025-06-15,76.57,pending,mobile
50856,63,2025-03-02,94.81,completed,web
50857,59,2025-06-09,99.55,completed,web
50858,5,2025-07-26,70.14,completed,web
50859,38,2024-06-05,24.49,completed,web
50860,,2025-08-26,8.97,completed,store
50861,28,2025-05-15,52.47,pending,store
50862,101,2025-09-12,29.33,refunded,web
50863,58,2024-06-01,120.5,cancelled,mobile
50864,53,2025-02-08,42.69,refunded,store
50865,95,2024-03-31,337.84,cancelled,mobile
50866,99,2025-07-28,98.93,completed,web
50867,80,2024-02-24,220.15,pending,mobile
50868,3,2025-06-28,95.02,refunded,mobile
50869,75,2025-06-30,70.84,completed,web
50870,,2025-02-28,12.55,pending,web
50871,15,2025-07-08,31.02,completed,mobile
50872,20,2025-02-21,72.01,completed,web
50873,92,2025-02-03,118.19,completed,web
50874,31,2025-08-23,24.98,cancelled,web
50875,15,2024-11-21,50.07,pending,web
50876,82,2024-01-20,76.61,cancelled,mobile
50877,17,2025-02-20,32.71,cancelled,web
50878,19,2024-06-21,132.85,pending,store
50879,72,2024-01-02,90.69,completed,web
50880,120,2024-10-06,132.83,pending,store
50881,108,2025-08-22,108.99,completed,mobile
50882,73,2024-04-01,45.88,completed,mobile
50883,36,2024-08-03,23.73,completed,mobile
50884,97,2024-10-06,35.61,cancelled,web
50885,117,2025-10-23,263.46,completed,store
50886,87,2025-07-23,125.04,refunded,mobile
50887,69,2025-11-18,49.84,pending,mobile
50888,46,2024-01-09,22.89,completed,web
50889,29,2024-10-14,135.01,completed,web
50890,79,2024-08-14,25.39,completed,web
50891,64,2025-09-12,32.21,refunded,web
50892,112,2025-05-27,53.54,refunded,mobile
50893,87,2025-08-01,17.31,refunded,web
50894,34,2024-08-21,6.3,completed,store
50895,89,2025-09-21,24.07,pending,web
50896,55,2025-10-27,19.49,pending,web
50897,67,2024-08-17,58.51,pending,web
50898,11,2024-01-26,116.41,completed,web
50899,81,2024-01-29,46.89,cancelled,mobile
50900,120,2024-09-13,27.1,completed,mobile
50901,106,2024-08-30,114.33,refunded,web
50902,16,2024-03-03,144.89,refunded,web
50903,17,2025-03-28,48.88,completed,mobile
50904,38,2025-02-15,20.66,refunded,mobile
50905,59,2025-03-14,233.93,completed,mobile
50906,87,2025-04-09,58.03,completed,web
50907,77,2025-08-30,92.14,cancelled,web
50908,66,2025-03-07,50.83,completed,web
50909,103,2024-05-10,33.56,refunded,mobile
50910,40,2025-07-08,87.46,completed,mobile
50911,38,2024-01-09,58.87,completed,web
50912,65,2025-07-26,134.97,completed,store
50913,82,2024-03-11,27.23,refunded,mobile
50914,60,2024-12-05,178.21,completed,mobile
50915,54,2024-04-17,39.8,completed,web
50916,,2024-08-23,51.32,pending,mobile
50917,105,2025-01-19,32.24,completed,web
50918,10,2025-07-22,24.76,completed,mobile
50919,117,2024-02-14,36.49,completed,mobile
50920,44,2024-09-08,23.8,completed,web
50921,27,2024-09-02,40.33,completed,store
50922,103,2025-03-20,92.94,pending,mobile
50923,41,2025-10-13,67.27,cancelled,web
50924,20,2024-02-24,70.97,completed,store
50925,75,2024-08-02,254.48,refunded,mobile
50926,22,2025-10-22,98.03,cancelled,web
50927,42,2025-06-22,148.04,pending,web
50928,75,2025-08-20,71.91,completed,web
50929,31,2024-11-09,45.81,completed,store
50930,48,2024-03-27,48.19,cancelled,web
50931,66,2025-03-12,48.16,completed,mobile
50932,41,2024-01-26,29.67,refunded,web
50933,116,2025-05-28,57.53,completed,store
50934,13,2025-01-03,28.23,completed,mobile
50935,99,2024-10-08,17.47,completed,store
50936,97,2025-07-10,10.53,pending,store
50937,106,2025-11-02,108.85,refunded,mobile
50938,61,2025-08-24,305.05,refunded,mobile
50939,44,2024-11-16,132.0,refunded,web
50940,57,2025-07-25,119.68,refunded,web
50941,104,2024-12-29,36.52,refunded,mobile
50942,98,2025-07-04,26.91,cancelled,mobile
50943,119,2024-12-04,89.57,cancelled,mobile
50944,51,2024-07-28,39.83,completed,mobile
50945,58,2024-11-07,59.13,refunded,mobile
50946,4,2024-03-12,145.0,completed,web
50947,85,2025-04-10,14.29,completed,web
50948,117,2024-06-09,34.36,pending,store
50949,111,2024-07-29,11.9,refunded,web
50950,78,2024-11-13,70.56,refunded,web
50951,,2024-03-06,180.87,completed,mobile
50952,117,2025-05-17,47.61,refunded,web
50953,83,2025-04-12,13.2,completed,web
50954,106,2024-06-28,46.95,cancelled,mobile
50955,59,2025-11-05,18.73,pending,mobile
50956,6,2024-06-10,22.49,completed,mobile
50957,9,2024-08-10,150.26,cancelled,web
50958,48,2024-04-17,56.21,pending,web
50959,33,2024-02-15,51.44,refunded,mobile
50960,60,2025-02-12,129.01,completed,web
50961,91,2024-11-30,86.79,pending,web
50962,71,2025-03-24,99.53,completed,mobile
50963,23,2025-07-01,83.38,refunded,mobile
50964,87,2025-03-27,41.92,completed,store
50965,69,2024-02-18,112.74,completed,web
50966,40,2025-09-04,42.95,completed,web
50967,4,2024-12-11,235.19,completed,web
50968,113,2025-11-11,30.53,pending,mobile
50969,105,2025-07-29,89.35,cancelled,web
50970,55,2024-08-06,23.35,completed,web
50971,,2024-08-13,77.21,completed,store
50972,53,2025-09-05,51.17,refunded,mobile
50973,119,2024-06-24,36.61,completed,store
50974,90,2024-05-16,27.89,refunded,web
50975,109,2024-03-10,29.54,cancelled,web
50976,66,2024-08-26,55.53,completed,web
50977,79,2024-05-07,18.85,completed,mobile
50978,8,2025-05-25,38.49,completed,mobile
50979,31,2025-09-04,196.5,completed,web
50980,41,2024-02-10,212.05,refunded,mobile
50981,542,2024-12-16,24.15,refunded,store
50982,103,2024-08-15,70.44,completed,web
50983,508,2024-07-16,19.02,completed,web
50984,11,2025-04-23,20.33,completed,web
50985,78,2024-10-19,31.17,completed,web
50986,22,2025-03-08,56.21,completed,mobile
50987,102,2025-01-25,48.64,completed,mobile
50988,20,2024-06-28,28.22,pending,web
50989,72,2024-03-14,23.27,completed,web
50990,593,2025-01-18,46.17,pending,store
50991,48,2024-11-11,89.98,pending,store
50992,118,2025-08-02,95.89,refunded,web
50993,89,2024-02-29,85.93,completed,store
50994,47,2025-11-23,14.86,refunded,web
50995,32,2025-11-09,165.86,pending,web
50996,76,2024-03-23,56.45,pending,web
50997,55,2024-11-05,54.71,pending,mobile
50998,94,2024-04-01,14.4,completed,mobile
50999,35,2025-02-11,21.09,completed,web
51000,90,2025-03-02,126.98,completed,web
51001,24,2024-07-21,52.48,completed,web
51002,105,2024-07-24,90.94,pending,web
51003,117,2025-10-13,27.42,pending,web
51004,9,2025-08-22,25.76,completed,web
51005,35,2024-01-08,171.34,completed,web
51006,67,2025-01-19,51.48,pending,web
51007,88,2024-11-18,80.42,completed,store
51008,112,2024-04-12,22.87,completed,web
51009,16,2024-10-13,27.97,refunded,mobile
51010,61,2025-11-07,18.14,completed,store
51011,95,2025-03-30,25.69,refunded,mobile
51012,11,2025-05-02,37.58,completed,store
51013,113,2025-05-31,14.01,completed,web
51014,87,2025-04-23,22.78,completed,web
51015,70,2024-08-04,75.63,refunded,web
51016,119,2025-01-27,89.85,completed,mobile
51017,115,2025-11-12,17.44,refunded,web
51018,102,2024-08-17,82.46,pending,store
51019,96,2025-01-25,155.14,pending,mobile
51020,29,2024-10-24,81.74,completed,web
51021,41,2025-08-13,90.13,cancelled,mobile
51022,109,2025-03-09,36.08,refunded,store
51023,17,2025-09-08,63.32,completed,mobile
51024,59,2024-10-30,145.93,pending,web
51025,37,2025-11-12,20.11,cancelled,store
51026,16,2025-08-10,45.38,pending,web
51027,49,2024-12-07,9.13,refunded,store
51028,29,2024-02-23,368.14,completed,store
51029,85,2024-06-12,26.15,completed,mobile
51030,51,2024-10-16,104.46,completed,web
51031,97,2024-02-25,316.22,pending,mobile
51032,74,2025-05-09,38.24,completed,mobile
51033,26,2024-01-10,13.51,completed,mobile
51034,110,2025-03-13,74.78,completed,web
51035,61,2024-02-23,17.26,completed,mobile
51036,20,2025-02-17,35.8,pending,web
51037,89,2024-06-25,78.0,refunded,store
51038,86,2025-04-19,250.04,completed,mobile
51039,57,2024-05-02,519.6,completed,web
51040,74,2025-05-06,14.94,cancelled,web
51041,62,2025-03-20,39.01,completed,web
51042,117,2025-07-04,72.44,pending,web
51043,108,2025-10-29,17.09,completed,web
51044,58,2024-05-05,69.69,completed,store
51045,5,2024-05-07,55.37,cancelled,web
51046,,2025-06-15,125.84,cancelled,web
51047,74,2024-11-16,580.65,completed,mobile
51048,66,2024-04-11,69.98,completed,web
51049,39,2024-08-08,28.62,completed,mobile
51050,55,2024-09-18,20.16,completed,web
51051,11,2025-11-23,38.23,cancelled,web
51052,81,2025-10-10,77.9,completed,mobile
51053,83,2025-09-11,15.46,pending,web
51054,78,2024-10-03,58.88,refunded,web
51055,117,2024-10-06,37.87,completed,web
51056,14,2024-05-06,9.58,completed,mobile
51057,104,2025-06-25,32.62,completed,mobile
51058,78,2024-02-19,42.69,refunded,mobile
51059,101,2025-08-31,138.73,cancelled,web
51060,2,2024-06-08,71.38,cancelled,mobile
51061,7,2025-10-16,21.44,refunded,web
51062,57,2025-04-24,54.84,pending,mobile
51063,92,2024-08-22,7.39,completed,web
51064,41,2025-10-11,63.8,completed,store
51065,55,2024-05-19,51.36,refunded,store
51066,90,2024-01-15,366.08,refunded,web
51067,55,2024-12-19,13.08,cancelled,mobile
51068,6,2024-06-21,471.26,cancelled,store
51069,23,2024-05-16,83.09,pending,web
51070,22,2024-04-25,26.15,cancelled,store
51071,110,2024-11-02,52.8,completed,mobile
51072,73,2024-11-08,67.52,pending,store
51073,109,2024-12-30,14.37,completed,web
51074,1,2024-07-09,47.27,pending,web
51075,11,2024-06-06,12.2,completed,web
51076,85,2025-04-26,43.91,pending,store
51077,69,2024-04-21,49.26,refunded,web
51078,46,2024-07-22,24.68,completed,web
51079,96,2024-02-02,29.42,pending,store
51080,35,2025-05-15,78.66,refunded,web
51081,97,2025-02-13,56.57,pending,web
51082,14,2024-05-09,19.99,refunded,web
51083,87,2025-03-15,47.71,pending,web
51084,55,2024-06-05,82.36,completed,mobile
51085,111,2024-09-10,83.5,pending,mobile
51086,104,2025-05-29,66.66,cancelled,mobile
51087,20,2024-05-15,44.78,completed,store
51088,,2024-02-22,37.82,refunded,mobile
51089,30,2025-03-12,51.32,refunded,web
51090,15,2024-10-14,77.08,completed,web
51091,117,2025-03-17,41.02,completed,mobile
51092,88,2024-05-13,21.09,completed,mobile
51093,76,2025-01-15,32.23,cancelled,web
51094,114,2025-10-06,81.63,cancelled,store
51095,114,2024-07-14,24.34,completed,web
51096,70,2024-11-04,11.52,completed,web
51097,54,2024-09-15,172.06,completed,store
51098,58,2024-04-30,9.78,cancelled,mobile
51099,22,2024-05-12,53.76,cancelled,store
51100,22,2025-06-05,25.39,pending,mobile
51101,27,2024-06-12,70.6,completed,store
51102,102,2025-05-30,103.33,completed,store
51103,38,2025-07-19,26.69,cancelled,web
51104,6,2024-10-11,128.25,completed,mobile
51105,32,2024-08-03,57.43,completed,mobile
51106,48,2025-07-16,36.7,cancelled,web
51107,8,2024-01-11,99.99,completed,web
51108,3,2025-08-20,33.21,refunded,mobile
51109,71,2025-03-28,31.28,cancelled,mobile
51110,110,2024-06-08,40.81,pending,web
51111,116,2025-05-22,30.88,completed,web
51112,63,2024-07-03,68.02,completed,store
51113,105,2025-09-14,32.09,pending,web
51114,117,2025-02-16,15.93,refunded,mobile
51115,2,2025-01-21,45.15,completed,mobile
51116,83,2024-05-15,36.58,completed,store
51117,513,2025-07-09,91.88,refunded,web
51118,18,2025-07-30,31.85,completed,web
51119,89,2025-07-10,23.96,cancelled,store
51120,54,2024-08-17,16.25,completed,web
51121,37,2025-12-01,12.79,completed,web
51122,15,2024-10-15,31.77,completed,web
51123,119,2024-02-14,65.72,cancelled,web
51124,24,2024-06-02,341.17,cancelled,mobile
51125,45,2024-10-04,76.22,completed,store
51126,20,2024-05-30,35.51,refunded,mobile
51127,62,2024-04-25,905.64,completed,web
51128,42,2024-07-05,99.74,pending,web
51129,89,2025-09-08,103.76,refunded,store
51130,50,2025-05-24,61.03,cancelled,mobile
51131,50,2025-03-07,65.1,refunded,web
51132,12,2024-01-03,37.28,completed,store
51133,8,2025-01-04,105.59,completed,mobile
51134,71,2025-03-07,6.17,completed,mobile
51135,16,2024-05-26,45.44,pending,web
51136,90,2025-08-18,44.11,completed,web
51137,107,2024-06-02,113.29,completed,mobile
51138,90,2025-04-26,44.94,refunded,mobile
51139,37,2024-03-02,114.12,completed,web
51140,55,2025-04-10,86.77,cancelled,mobile
51141,91,2024-06-09,37.85,pending,store
51142,17,2025-02-14,68.19,completed,mobile
51143,72,2024-03-20,130.11,completed,mobile
51144,52,2024-06-17,19.43,pending,web
51145,14,2025-01-06,145.62,completed,web
51146,21,2024-03-07,113.92,completed,mobile
51147,5,2024-03-28,85.04,completed,web
51148,12,2024-01-09,208.19,completed,mobile
51149,93,2024-05-12,75.75,pending,store
51150,65,2024-06-02,42.26,completed,web
51151,20,2024-03-21,199.67,refunded,web
51152,65,2025-09-15,18.59,completed,web
51153,80,2025-03-17,77.51,cancelled,mobile
51154,20,2025-05-24,95.82,completed,web
51155,59,2024-10-29,27.5,completed,web
51156,10,2025-04-16,27.94,completed,mobile
51157,57,2024-05-23,53.15,completed,web
51158,110,2025-11-27,23.24,cancelled,store
51159,48,2025-02-27,55.24,refunded,web
51160,83,2024-09-07,105.97,completed,store
51161,38,2025-08-06,46.6,pending,store
51162,86,2025-04-22,49.46,pending,web
51163,24,2025-02-10,88.99,completed,web
51164,44,2025-05-12,10.81,completed,web
51165,5,2025-04-26,28.3,cancelled,web
51166,77,2024-03-04,147.93,pending,store
51167,28,2024-01-24,21.73,completed,web
51168,36,2024-11-01,147.46,pending,mobile
51169,86,2024-07-07,132.97,completed,web
51170,45,2025-05-08,48.68,completed,store
51171,56,2025-08-07,46.37,cancelled,web
51172,93,2025-09-23,11.67,refunded,mobile
51173,95,2024-01-15,21.3,completed,web
51174,41,2025-11-21,41.07,completed,store
51175,107,2025-10-11,4.86,completed,web
51176,96,2025-03-06,194.35,cancelled,web
51177,45,2024-07-14,55.87,refunded,web
51178,59,2024-12-26,34.09,cancelled,store
51179,43,2024-06-29,49.61,cancelled,mobile
51180,70,2024-10-18,274.71,pending,mobile
51181,90,2024-04-11,10.5,cancelled,store
51182,14,2025-09-30,44.94,completed,mobile
51183,110,2024-08-16,134.34,completed,web
51184,61,2024-12-25,26.92,refunded,mobile
51185,,2024-08-17,55.43,refunded,web
51186,108,2025-02-28,153.39,refunded,mobile
51187,43,2025-08-08,186.5,cancelled,web
51188,82,2024-06-26,44.38,completed,web
51189,13,2024-05-09,55.53,pending,mobile
51190,81,2025-07-20,26.21,completed,web
51191,519,2024-01-29,79.63,completed,mobile
51192,4,2024-05-13,89.8,refunded,store
51193,39,2024-09-08,302.1,pending,mobile
51194,85,2024-03-25,88.21,completed,web
51195,119,2024-04-19,26.91,completed,web
51196,64,2024-07-31,39.93,completed,web
51197,63,2024-03-19,26.36,completed,mobile
51198,58,2024-07-03,102.65,completed,web
51199,44,2025-05-10,36.32,cancelled,web
51200,3,2024-06-05,28.46,completed,web
51201,18,2024-05-09,28.4,completed,web
51202,71,2025-04-23,110.96,cancelled,store
51203,119,2024-06-26,63.63,completed,store
51204,63,2025-04-01,35.17,completed,mobile
51205,78,2024-07-23,63.84,refunded,mobile
51206,58,2024-02-04,133.53,pending,web
51207,106,2025-06-27,43.72,completed,mobile
51208,55,2025-01-01,34.01,completed,web
51209,100,2024-01-10,34.23,completed,store
51210,72,2024-10-17,74.74,completed,mobile
51211,92,2025-11-18,34.19,completed,mobile
51212,26,2025-05-20,44.61,pending,web
51213,58,2024-11-30,64.98,completed,web
51214,83,2025-08-12,7.5,pending,web
51215,69,2024-02-10,42.18,pending,mobile
51216,36,2024-12-20,39.35,completed,web
51217,7,2025-04-10,53.14,completed,mobile
51218,80,2024-08-17,23.33,refunded,mobile
51219,29,2024-07-14,311.34,cancelled,store
51220,120,2024-02-23,10.7,completed,web
51221,39,2024-12-03,203.38,pending,web
51222,22,2025-08-20,51.13,completed,mobile
51223,114,2025-02-27,99.66,cancelled,mobile
51224,74,2025-05-16,152.07,refunded,web
51225,12,2024-10-30,87.92,completed,mobile
51226,95,2024-03-20,16.03,completed,web
51227,28,2025-01-29,32.84,completed,mobile
51228,98,2024-11-16,94.82,pending,mobile
51229,109,2024-05-13,28.66,pending,store
51230,66,2025-02-13,29.08,completed,mobile
51231,112,2024-04-14,87.4,pending,web
51232,4,2025-06-27,49.7,cancelled,web
51233,56,2025-02-10,54.95,completed,web
51234,48,2025-10-26,5.05,completed,web
51235,52,2024-10-09,59.45,pending,web
51236,7,2024-04-23,21.7,completed,mobile
51237,36,2025-09-27,89.0,pending,web
51238,94,2024-10-01,54.14,completed,web
51239,37,2024-10-21,79.56,cancelled,store
51240,80,2024-11-08,283.57,completed,web
51241,9,2024-12-06,14.12,completed,web
51242,34,2024-06-23,323.35,cancelled,web
51243,61,2025-05-15,153.22,completed,mobile
51244,73,2024-10-24,152.95,completed,mobile
51245,100,2024-11-07,106.38,pending,mobile
51246,70,2025-05-13,28.11,completed,web
51247,43,2025-11-10,63.9,refunded,mobile
51248,528,2025-11-06,167.47,completed,web
51249,95,2025-03-17,24.49,completed,store
51250,49,2024-10-07,302.53,pending,store
51251,113,2024-09-28,136.85,completed,web
51252,54,2024-10-09,40.86,cancelled,mobile
51253,107,2025-03-19,147.5,completed,web
51254,2,2024-05-30,51.53,completed,mobile
51255,86,2025-05-13,11.68,completed,web
51256,28,2025-08-30,18.67,completed,web
51257,85,2024-02-21,31.26,completed,mobile
51258,65,2025-07-28,18.8,completed,web
